Fiscal Year,Fund Code,Division Code,Department Code,Costing Center Acct. Reference,Division Name,Department Name,Costing Center Name,GL Account Number,GL Account Name, Adopted Budget 
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Safe and Stable Families 2026 FS,41055,Federal Grants - Pass Thru," $ 127,500.00 "
2026,10,30,30.235,615,Division of Family Services,Family Partnership,Non-Parenting Youth,50101,Salary & Wages," $ 119,680.00 "
2026,22,30,30.250,999,Division of Family Services,Child Advocacy Center,VOCA 2025 FS,41300,State Grants - Operating, $ -   
2026,22,30,30.245,999,Division of Family Services,Office For Children & Family,LMB Administration 2024 FS,53605,Office Supplies, $ -   
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Safe and Stable Families 2026 FS,53010,Program / Activity Supplies," $ 6,994.00 "
2026,22,30,30.250,999,Division of Family Services,Child Advocacy Center,VOCA 2024 FS,50280,Unemployment Contributions, $ -   
2026,22,30,30.250,999,Division of Family Services,Child Advocacy Center,VOCA 2026 FS,48201,Trans from General Fund," $ 22,467.00 "
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Judy Center 2025 FS,50280,Unemployment Contributions, $ -   
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Family Support Center 2024 FS,54110,Misc Operating Expense, $ -   
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Safe and Stable Families 2025 FS,50101,Salary & Wages, $ -   
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Family Support Center 2024 FS,48201,Trans from General Fund, $ -   
2026,22,30,30.225,999,Division of Family Services,Family Services Admin,EN AAC FY25,54401,Subgrants, $ -   
2026,10,30,30.235,999,Division of Family Services,Family Partnership,Family Partnership FS,51195,Interpreter - Foreign Language," $ 25,000.00 "
2026,10,30,30.235,615,Division of Family Services,Family Partnership,Non-Parenting Youth,53605,Office Supplies, $ 500.00 
2026,22,30,30.225,999,Division of Family Services,Family Services Admin,Local Care Team 2027 FSA,50239,Family Medical Leave Insurance, $ -   
2026,10,30,30.235,615,Division of Family Services,Family Partnership,Non-Parenting Youth,50280,Unemployment Contributions, $ 56.00 
2026,22,30,30.250,999,Division of Family Services,Child Advocacy Center,VOCA 2024 FS,55201,Capital - Furniture / Equipmen, $ -   
2026,10,30,30.225,999,Division of Family Services,Family Services Admin,Family Services Admin,52401,Telephone," $ 3,960.00 "
2026,22,30,30.250,999,Division of Family Services,Child Advocacy Center,VOCA 2027 FS,46615,In-Kind Revenue - Grants, $ -   
2026,22,30,30.225,999,Division of Family Services,Family Services Admin,Local Care Team 2026 FSA,50250,Social Security / Medicare," $ 3,589.00 "
2026,22,30,30.245,999,Division of Family Services,Office For Children & Family,New Horizons FY24 FS,41300,State Grants - Operating, $ -   
2026,22,30,30.245,999,Division of Family Services,Office For Children & Family,Healthy Families 2024 FS,48205,Trans from Gen Fund-Subsqt Yrs, $ -   
2026,10,30,30.245,999,Division of Family Services,Office For Children & Family,Children & Family FS,52615,Mileage, $ -   
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Safe and Stable Families 2024 FS,41055,Federal Grants - Pass Thru, $ -   
2026,22,30,30.225,999,Division of Family Services,Family Services Admin,Local Care Team 2025 FSA,50101,Salary & Wages, $ -   
2026,22,30,30.225,999,Division of Family Services,Family Services Admin,Healthy Families 2027 FSA,54401,Subgrants, $ -   
2026,10,30,30.245,999,Division of Family Services,Office For Children & Family,Children & Family FS,50301,Life Insurance, $ -   
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Safe and Stable Families 2025 FS,50260,Defined Benefit Plan, $ -   
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Safe and Stable Families 2026 FS,52235,Fleet Charges," $ 8,000.00 "
2026,22,30,30.225,999,Division of Family Services,Family Services Admin,LMB Administration 2026 FSA,52701,Contracted Services," $ 73,198.00 "
2026,22,30,30.250,999,Division of Family Services,Child Advocacy Center,VOCA 2024 FS,50260,Defined Benefit Plan, $ -   
2026,22,30,30.235,999,Division of Family Services,Family Partnership,GED Youth FY25-FP,50301,Life Insurance, $ -   
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Family Support Center 2025 FS,52755,Dues / Subscriptions, $ -   
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Youth Connections FY24-FP FS,48201,Trans from General Fund, $ -   
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Safe and Stable Families 2025 FS,48201,Trans from General Fund, $ -   
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Family Support Center 2025 FS,50280,Unemployment Contributions, $ -   
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Family Support Center 2025 FS,53075,Consumable Supplies, $ -   
2026,22,30,30.245,999,Division of Family Services,Office For Children & Family,LMB Administration 2024 FS,46615,In-Kind Revenue - Grants, $ -   
2026,22,30,30.250,999,Division of Family Services,Child Advocacy Center,VOCA 2024 FS,52601,Travel / Training, $ -   
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Family Support Center 2025 FS,50301,Life Insurance, $ -   
2026,22,30,30.250,999,Division of Family Services,Child Advocacy Center,VOCA 2026 FS,50240,Dental Insurance Contributions, $ 60.00 
2026,10,30,30.235,999,Division of Family Services,Family Partnership,Family Partnership FS,52601,Travel / Training," $ 2,000.00 "
2026,10,30,30.225,999,Division of Family Services,Family Services Admin,Family Services Admin,50250,Social Security / Medicare," $ 32,808.00 "
2026,22,30,30.250,999,Division of Family Services,Child Advocacy Center,VOCA 2025 FS,52755,Dues / Subscriptions, $ -   
2026,10,30,30.250,999,Division of Family Services,Child Advocacy Center,Child Advocacy Center FS,50239,Family Medical Leave Insurance, $ -   
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Judy Center 2025 FS,52401,Telephone, $ -   
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Family Support Center 2025 FS,50240,Dental Insurance Contributions, $ -   
2026,22,30,30.225,999,Division of Family Services,Family Services Admin,EN COF FY25,54401,Subgrants, $ -   
2026,22,30,30.245,999,Division of Family Services,Office For Children & Family,Local Care Team 2024 FS,53605,Office Supplies, $ -   
2026,22,30,30.225,999,Division of Family Services,Family Services Admin,LMB Administration 2026 FSA,50240,Dental Insurance Contributions, $ 49.00 
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Family Support Center 2024 FS,52420,Advertising, $ -   
2026,10,30,30.225,999,Division of Family Services,Family Services Admin,Family Services Admin,52701,Contracted Services," $ 26,551.00 "
2026,22,30,30.235,999,Division of Family Services,Family Partnership,GED Youth FY27-FP,50101,Salary & Wages, $ -   
2026,22,30,30.250,999,Division of Family Services,Child Advocacy Center,VOCA 2024 FS,53010,Program / Activity Supplies, $ -   
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Youth Connections FY24-FP FS,52405,Telephone - Wireless, $ -   
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Family Support Center 2026 FS,52615,Mileage," $ 1,000.00 "
2026,22,30,30.250,999,Division of Family Services,Child Advocacy Center,VOCA 2024 FS,48201,Trans from General Fund, $ -   
2026,10,30,30.235,999,Division of Family Services,Family Partnership,Family Partnership FS,50260,Defined Benefit Plan," $ 53,589.00 "
2026,22,30,30.245,999,Division of Family Services,Office For Children & Family,Getting Ahead FY23,54401,Subgrants, $ -   
2026,10,30,30.235,615,Division of Family Services,Family Partnership,Non-Parenting Youth,53505,Food, $ 900.00 
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Family Support Center 2024 FS,52755,Dues / Subscriptions, $ -   
2026,10,30,30.235,999,Division of Family Services,Family Partnership,Family Partnership FS,53010,Program / Activity Supplies," $ 1,783.00 "
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Youth Connections FY24-FP FS,53505,Food, $ -   
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Family Support Center 2024 FS,50280,Unemployment Contributions, $ -   
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Family Support Center 2024 FS,50260,Defined Benefit Plan, $ -   
2026,22,30,30.245,999,Division of Family Services,Office For Children & Family,Getting Ahead 2024,54401,Subgrants, $ -   
2026,10,30,30.235,999,Division of Family Services,Family Partnership,Family Partnership FS,52615,Mileage," $ 1,100.00 "
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Youth Connections FY24-FP FS,54090,Event Expense, $ -   
2026,22,30,30.225,999,Division of Family Services,Family Services Admin,Local Care Team 2025 FSA,52701,Contracted Services, $ -   
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Family Support Center 2026 FS,54110,Misc Operating Expense," $ 3,500.00 "
2026,22,30,30.250,999,Division of Family Services,Child Advocacy Center,CAC Services 2027 FS,52601,Travel / Training, $ -   
2026,10,30,30.235,999,Division of Family Services,Family Partnership,Family Partnership FS,50201,Health Insurance Contributions," $ 165,947.00 "
2026,22,30,30.225,999,Division of Family Services,Family Services Admin,LMB Administration 2025 FSA,50280,Unemployment Contributions, $ -   
2026,22,30,30.225,999,Division of Family Services,Family Services Admin,EN FCPS FY25,54401,Subgrants, $ -   
2026,10,30,30.225,999,Division of Family Services,Family Services Admin,Family Services Admin,50239,Family Medical Leave Insurance, $ -   
2026,22,30,30.235,999,Division of Family Services,Family Partnership,Family Support Center 2024 FS,50225,OPEB, $ -   
2026,22,30,30.225,999,Division of Family Services,Family Services Admin,Healthy Families 2024 FSA,48205,Trans from Gen Fund-Subsqt Yrs, $ -   
2026,22,30,30.225,999,Division of Family Services,Family Services Admin,ENOUGH 2025,50290,Worker's Compensation, $ -   
